OBJECTID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area,Junction_Longitude,Junction_latitude,Dist_2_Parking
1950,,,,,,,,,,,,,,,,,,,,,,,,1950,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,140,-1,56,-1,4180,15000US360470200002,367,67,15,14,6,12,44,40,26,22,10,10,2,9,2,9,2,9,12,18,21,16,26,18,56,32,42,28,46,32,31,33,26,18,94.24777961,706.8583471,-74.0111008,40.620224,864.390564
1951,6/14/2013 0:00,4:10,BROOKLYN,11228,40.6138976,-74.0105028,"(40.6138976, -74.0105028)",84 STREET,14 AVENUE, ,Unspecified,Unspecified, , , ,142977,PASSENGER VEHICLE,BICYCLE, , , ,1,761,1951,36,47,15000,2,3.6047E+11,Block Group 2,G5030,S,76965,0,40.6145397,-74.0116314,15000US360470150002,0.011742882,8.19036E-06,4046,15000US360470150002,134,-1,48,-1,4046,15000US360470150002,334,57,21,21,17,23,13,17,13,19,10,12,21,22,12,17,17,16,5,11,9,18,35,28,47,28,44,36,18,18,19,17,34,22,94.24777961,706.8583471,-74.0105133,40.613903,180.0351868
1952,12/26/2015 0:00,21:30,BROOKLYN,11228,40.6265729,-74.0116648,"(40.6265729, -74.0116648)",10 AVENUE,71 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3360300,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,294,1952,36,47,20800,2,3.6047E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.00925E-06,4200,15000US360470208002,105,-1,40,-1,4200,15000US360470208002,383,86,21,20,22,28,9,13,23,23,17,23,14,21,7,12,8,16,30,34,51,37,19,22,50,39,28,29,27,29,20,21,37,37,94.24777961,706.8583471,-74.0116501,40.6265602,606.6367188
1953,,,,,,,,,,,,,,,,,,,,,,,,1953,36,47,17000,1,3.6047E+11,Block Group 1,G5030,S,58427,0,40.6120331,-74.0102582,15000US360470170001,0.013402759,6.21724E-06,4103,15000US360470170001,118,-1,36,-1,4103,15000US360470170001,373,64,38,34,28,30,4,12,28,33,3,10,4,11,13,16,8,14,0,11,20,21,38,34,71,44,48,40,16,19,37,32,18,20,94.24777961,706.8583471,-74.0102692,40.6118736,104.4562988
1954,,,,,,,,,,,,,,,,,,,,,,,,1954,36,47,20200,2,3.6047E+11,Block Group 2,G5030,S,76821,0,40.6211594,-74.011917,15000US360470202002,0.011725857,8.17581E-06,4186,15000US360470202002,146,-1,55,-1,4186,15000US360470202002,337,59,9,7,0,11,30,29,23,23,5,7,0,11,0,11,4,7,4,6,18,14,31,21,46,33,68,41,41,29,15,14,43,23,94.24777961,706.8583471,-74.0111618,40.6215782,1015.077698
1955,7/1/2016 0:00,20:22,BROOKLYN,11220,40.6392949,-74.0127768,"(40.6392949, -74.0127768)",58 STREET,6 AVENUE, ,Unspecified,Unspecified, , , ,3473843,PASSENGER VEHICLE,BICYCLE, , , ,1,212,1955,36,47,10200,1,3.6047E+11,Block Group 1,G5030,S,56616,0,40.6389102,-74.0113826,15000US360470102001,0.00999336,6.02707E-06,3936,15000US360470102001,123,-1,36,-1,3936,15000US360470102001,455,87,21,25,33,33,35,30,25,27,29,32,24,25,35,34,46,33,11,20,52,46,52,41,51,41,28,31,8,16,6,16,0,11,94.24777961,706.8583471,-74.0127563,40.6392899,80.1380463
1956,,,,,,,,,,,,,,,,,,,,,,,,1956,36,47,20200,2,3.6047E+11,Block Group 2,G5030,S,76821,0,40.6211594,-74.011917,15000US360470202002,0.011725857,8.17581E-06,4186,15000US360470202002,146,-1,55,-1,4186,15000US360470202002,337,59,9,7,0,11,30,29,23,23,5,7,0,11,0,11,4,7,4,6,18,14,31,21,46,33,68,41,41,29,15,14,43,23,94.24777961,706.8583471,-74.0111237,40.6219826,1060.39148
1957,,,,,,,,,,,,,,,,,,,,,,,,1957,36,47,12801,1,3.6047E+11,Block Group 1,G5030,S,114974,0,40.6308009,-74.0133027,15000US360470128011,0.015495677,1.2238E-05,3980,15000US360470128011,275,-1,105,-1,3980,15000US360470128011,749,45,65,42,54,33,48,30,101,51,49,35,33,25,14,22,23,22,31,20,57,34,102,52,69,35,44,33,23,23,20,13,16,18,94.24777961,706.8583471,-74.0118408,40.6298409,253.2344971
1958,,,,,,,,,,,,,,,,,,,,,,,,1958,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,62,-1,25,-1,3751,15000US360470020001,157,42,14,10,11,16,8,13,11,17,11,17,25,24,8,14,8,12,0,11,0,11,5,8,23,21,13,19,7,11,4,6,9,13,94.24777961,706.8583471,-74.0135727,40.6488838,189.9166412
1959,,,,,,,,,,,,,,,,,,,,,,,,1959,36,47,17600,1,3.6047E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.79689E-06,4117,15000US360470176001,132,-1,53,-1,4117,15000US360470176001,332,60,27,21,11,12,24,17,0,11,13,15,20,16,14,13,12,14,16,18,44,36,36,31,28,29,29,26,20,22,21,15,17,16,94.24777961,706.8583471,-74.0091324,40.6010361,683.9753418
1960,,,,,,,,,,,,,,,,,,,,,,,,1960,36,47,20200,1,3.6047E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17366E-06,4185,15000US360470202001,132,-1,48,-1,4185,15000US360470202001,306,54,8,12,2,9,24,20,30,32,26,20,16,20,12,13,2,8,4,12,14,15,52,36,14,12,35,26,37,27,20,18,8,14,94.24777961,706.8583471,-74.0111923,40.6235771,940.524353
1961,,,,,,,,,,,,,,,,,,,,,,,,1961,36,47,11800,2,3.6047E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41158E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471,-74.012352,40.6362495,12.6201515
1962,,,,,,,,,,,,,,,,,,,,,,,,1962,36,47,17200,1,3.6047E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24329E-05,4110,15000US360470172001,132,-1,41,-1,4110,15000US360470172001,562,102,12,14,4,12,18,26,11,16,42,45,26,28,40,38,36,41,4,12,66,52,35,30,56,46,36,36,78,53,62,62,34,36,94.24777961,706.8583471,-74.0098343,40.6088409,400.6258545
1963,,,,,,,,,,,,,,,,,,,,,,,,1963,36,47,28000,1,3.6047E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.19868E-06,4401,15000US360470280001,124,-1,52,-1,4401,15000US360470280001,317,52,22,20,8,8,14,12,8,14,10,14,26,19,14,16,14,14,12,13,37,30,34,27,27,26,24,22,18,20,28,19,20,20,94.24777961,706.8583471,-74.0090256,40.6000977,676.9482422
1964,8/5/2015 0:00,17:25,BROOKLYN,11220,40.6488,-74.0134237,"(40.6488, -74.0134237)",3 AVENUE,48 STREET, ,Passenger Distraction,Unspecified, , , ,3272480,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,372,1964,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,62,-1,25,-1,3751,15000US360470020001,157,42,14,10,11,16,8,13,11,17,11,17,25,24,8,14,8,12,0,11,0,11,5,8,23,21,13,19,7,11,4,6,9,13,94.24777961,706.8583471,-74.0134888,40.6488495,182.3625183
1965,8/5/2015 0:00,17:25,BROOKLYN,11220,40.6488,-74.0134237,"(40.6488, -74.0134237)",3 AVENUE,48 STREET, ,Passenger Distraction,Unspecified, , , ,3272480,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,372,1965,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,62,-1,25,-1,3751,15000US360470020001,157,42,14,10,11,16,8,13,11,17,11,17,25,24,8,14,8,12,0,11,0,11,5,8,23,21,13,19,7,11,4,6,9,13,94.24777961,706.8583471,-74.0134888,40.6488495,182.3625183
1966,,,,,,,,,,,,,,,,,,,,,,,,1966,36,47,15000,2,3.6047E+11,Block Group 2,G5030,S,76965,0,40.6145397,-74.0116314,15000US360470150002,0.011742882,8.19036E-06,4046,15000US360470150002,144,-1,55,-1,4046,15000US360470150002,311,64,17,16,19,16,12,12,6,9,8,11,33,29,0,11,5,8,6,11,16,26,34,28,36,25,37,33,15,12,18,15,49,29,94.24777961,706.8583471,-74.0103531,40.6146965,266.6021729
1967,,,,,,,,,,,,,,,,,,,,,,,,1967,36,47,7800,3,3.6047E+11,Block Group 3,G5030,S,34717,0,40.6454872,-74.0132167,15000US360470078003,0.011064329,3.6961E-06,3896,15000US360470078003,82,-1,28,-1,3896,15000US360470078003,353,83,47,46,25,27,22,27,31,33,21,25,32,37,10,19,25,29,21,28,12,20,42,38,25,23,13,20,15,21,5,12,7,16,94.24777961,706.8583471,-74.0132141,40.6459465,3.9486046
1968,,,,,,,,,,,,,,,,,,,,,,,,1968,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,140,-1,56,-1,4180,15000US360470200002,367,67,15,14,6,12,44,40,26,22,10,10,2,9,2,9,2,9,12,18,21,16,26,18,56,32,42,28,46,32,31,33,26,18,94.24777961,706.8583471,-74.010849,40.6204834,894.5736084
1969,,,,,,,,,,,,,,,,,,,,,,,,1969,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,135,-1,57,-1,4180,15000US360470200002,397,75,21,21,13,12,59,50,28,21,15,14,5,7,4,7,0,11,19,30,24,17,20,15,67,32,17,14,50,35,47,52,8,13,94.24777961,706.8583471,-74.0107193,40.6191177,743.8240967
1970,,,,,,,,,,,,,,,,,,,,,,,,1970,36,47,17000,1,3.6047E+11,Block Group 1,G5030,S,58427,0,40.6120331,-74.0102582,15000US360470170001,0.013402759,6.21724E-06,4103,15000US360470170001,128,-1,44,-1,4103,15000US360470170001,345,54,24,23,16,26,13,19,17,24,10,13,16,18,18,20,22,20,4,10,6,14,36,28,52,30,47,38,19,21,19,18,26,18,94.24777961,706.8583471,-74.0101776,40.6137085,176.6704559
1971,,,,,,,,,,,,,,,,,,,,,,,,1971,36,47,28000,1,3.6047E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.19868E-06,4401,15000US360470280001,124,-1,52,-1,4401,15000US360470280001,317,52,22,20,8,8,14,12,8,14,10,14,26,19,14,16,14,14,12,13,37,30,34,27,27,26,24,22,18,20,28,19,20,20,94.24777961,706.8583471,-74.0089417,40.6002159,668.4798584
1972,,,,,,,,,,,,,,,,,,,,,,,,1972,36,47,7800,3,3.6047E+11,Block Group 3,G5030,S,34717,0,40.6454872,-74.0132167,15000US360470078003,0.011064329,3.6961E-06,3896,15000US360470078003,82,-1,28,-1,3896,15000US360470078003,353,83,47,46,25,27,22,27,31,33,21,25,32,37,10,19,25,29,21,28,12,20,42,38,25,23,13,20,15,21,5,12,7,16,94.24777961,706.8583471,-74.013092,40.6458702,1.0791548
1973,8/5/2015 0:00,17:25,BROOKLYN,11220,40.6488,-74.0134237,"(40.6488, -74.0134237)",3 AVENUE,48 STREET, ,Passenger Distraction,Unspecified, , , ,3272480,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,372,1973,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,62,-1,25,-1,3751,15000US360470020001,157,42,14,10,11,16,8,13,11,17,11,17,25,24,8,14,8,12,0,11,0,11,5,8,23,21,13,19,7,11,4,6,9,13,94.24777961,706.8583471,-74.0133438,40.6487503,165.5207214
1974,8/5/2015 0:00,17:25,BROOKLYN,11220,40.6488,-74.0134237,"(40.6488, -74.0134237)",3 AVENUE,48 STREET, ,Passenger Distraction,Unspecified, , , ,3272480,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,372,1974,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,62,-1,25,-1,3751,15000US360470020001,157,42,14,10,11,16,8,13,11,17,11,17,25,24,8,14,8,12,0,11,0,11,5,8,23,21,13,19,7,11,4,6,9,13,94.24777961,706.8583471,-74.0133438,40.6487503,165.5207214
1975,4/16/2013 0:00,8:57,BROOKLYN,11220,40.6332345,-74.0119074,"(40.6332345, -74.0119074)",8 AVENUE,64 STREET, ,Passenger Distraction,Unspecified, , , ,142587,PASSENGER VEHICLE,BICYCLE, , , ,1,806,1975,36,47,11800,2,3.6047E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41158E-05,3964,15000US360470118002,138,-1,44,-1,3964,15000US360470118002,302,48,36,24,20,16,16,12,44,33,30,24,14,17,8,19,12,18,11,14,13,14,38,32,34,29,10,15,11,12,4,10,2,8,94.24777961,706.8583471,-74.0119019,40.6332283,27.6400928
1976,8/5/2017 0:00,17:00,BROOKLYN,11228,40.617462,-74.01039,"(40.617462, -74.01039)",80 STREET,13 AVENUE, ,Driver Inattention/Distraction,Unspecified, , , ,3725557,PASSENGER VEHICLE,BICYCLE, , , ,1,36,1976,36,47,15000,1,3.6047E+11,Block Group 1,G5030,S,56540,0,40.6165198,-74.0095705,15000US360470150001,0.009983888,6.01691E-06,4045,15000US360470150001,94,-1,38,-1,4045,15000US360470150001,258,50,10,15,16,17,14,18,16,18,2,8,19,20,14,16,8,10,11,19,18,23,24,18,29,27,26,22,19,16,20,16,10,10,94.24777961,706.8583471,-74.0104218,40.6174545,563.2365723
1977,,,,,,,,,,,,,,,,,,,,,,,,1977,36,47,12801,1,3.6047E+11,Block Group 1,G5030,S,114974,0,40.6308009,-74.0133027,15000US360470128011,0.015495677,1.2238E-05,3980,15000US360470128011,275,-1,105,-1,3980,15000US360470128011,749,45,65,42,54,33,48,30,101,51,49,35,33,25,14,22,23,22,31,20,57,34,102,52,69,35,44,33,23,23,20,13,16,18,94.24777961,706.8583471,-74.0115433,40.6301308,237.7149506
1978,,,,,,,,,,,,,,,,,,,,,,,,1978,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,90,-1,29,-1,3751,15000US360470020001,345,74,34,24,27,28,6,13,34,34,16,22,8,15,21,25,18,22,12,20,30,29,23,21,27,29,46,42,23,31,5,12,16,18,94.24777961,706.8583471,-74.0132446,40.6486969,155.7356262
1979,,,,,,,,,,,,,,,,,,,,,,,,1979,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,135,-1,57,-1,4180,15000US360470200002,397,75,21,21,13,12,59,50,28,21,15,14,5,7,4,7,0,11,19,30,24,17,20,15,67,32,17,14,50,35,47,52,8,13,94.24777961,706.8583471,-74.0104904,40.6189919,731.7616577
1980,,,,,,,,,,,,,,,,,,,,,,,,1980,36,47,17200,1,3.6047E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24329E-05,4110,15000US360470172001,141,-1,41,-1,4110,15000US360470172001,511,94,24,18,8,13,8,13,22,20,55,53,37,38,22,26,0,11,8,14,35,32,37,31,78,61,8,13,61,44,75,69,33,38,94.24777961,706.8583471,-74.0096664,40.6101036,280.2224731
1981,,,,,,,,,,,,,,,,,,,,,,,,1981,36,47,12801,1,3.6047E+11,Block Group 1,G5030,S,114974,0,40.6308009,-74.0133027,15000US360470128011,0.015495677,1.2238E-05,3980,15000US360470128011,202,-1,72,-1,3980,15000US360470128011,598,56,78,48,57,40,30,24,60,36,24,23,25,22,7,16,30,26,24,20,56,40,70,44,34,23,50,33,33,32,10,12,8,14,94.24777961,706.8583471,-74.0114136,40.6291618,337.1459961
1982,5/23/2017 0:00,16:20,BROOKLYN,11220,40.642864,-74.01266,"(40.642864, -74.01266)",54 STREET,5 AVENUE, ,Outside Car Distraction,Other Vehicular, , , ,3678189,BICYCLE,SPORT UTILITY / STATION WAGON, , , ,5,102,1982,36,47,10000,3,3.6047E+11,Block Group 3,G5030,S,37717,0,40.6416407,-74.0121306,15000US360470100003,0.008377219,4.01528E-06,3931,15000US360470100003,104,-1,35,-1,3931,15000US360470100003,444,97,44,36,32,30,43,42,45,45,22,28,33,28,13,20,18,24,36,44,66,50,14,20,36,34,23,29,5,14,6,16,10,18,94.24777961,706.8583471,-74.0126419,40.6428719,13.9523897
1983,,,,,,,,,,,,,,,,,,,,,,,,1983,36,47,17600,1,3.6047E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.79689E-06,4117,15000US360470176001,132,-1,53,-1,4117,15000US360470176001,332,60,27,21,11,12,24,17,0,11,13,15,20,16,14,13,12,14,16,18,44,36,36,31,28,29,29,26,20,22,21,15,17,16,94.24777961,706.8583471,-74.0087738,40.6008301,652.3363647
1984,,,,,,,,,,,,,,,,,,,,,,,,1984,36,47,17600,2,3.6047E+11,Block Group 2,G5030,S,60354,0,40.6033589,-74.0090207,15000US360470176002,0.012393514,6.4216E-06,4118,15000US360470176002,179,-1,77,-1,4118,15000US360470176002,531,66,17,19,45,33,33,23,19,16,53,29,12,13,23,26,28,24,15,15,45,33,65,33,79,46,70,42,7,10,15,14,5,8,94.24777961,706.8583471,-74.0089951,40.6034508,691.907959
1985,,,,,,,,,,,,,,,,,,,,,,,,1985,36,47,17400,2,3.6047E+11,Block Group 2,G5030,S,53432,0,40.6052586,-74.010355,15000US360470174002,0.009892725,5.68522E-06,4114,15000US360470174002,112,-1,40,-1,4114,15000US360470174002,420,72,28,26,12,18,15,20,38,34,20,24,49,34,15,18,18,16,21,28,16,22,30,32,44,40,42,27,26,26,6,14,39,20,94.24777961,706.8583471,-74.0091934,40.6057205,592.2963257
1986,,,,,,,,,,,,,,,,,,,,,,,,1986,36,47,28000,1,3.6047E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.19868E-06,4401,15000US360470280001,124,-1,52,-1,4401,15000US360470280001,317,52,22,20,8,8,14,12,8,14,10,14,26,19,14,16,14,14,12,13,37,30,34,27,27,26,24,22,18,20,28,19,20,20,94.24777961,706.8583471,-74.0086899,40.6003723,646.3325195
1987,,,,,,,,,,,,,,,,,,,,,,,,1987,36,47,15000,2,3.6047E+11,Block Group 2,G5030,S,76965,0,40.6145397,-74.0116314,15000US360470150002,0.011742882,8.19036E-06,4046,15000US360470150002,157,-1,57,-1,4046,15000US360470150002,352,62,15,15,18,22,16,19,12,16,12,14,28,28,14,20,17,16,7,10,8,18,34,23,34,22,46,35,23,21,20,16,49,28,94.24777961,706.8583471,-74.0099411,40.6144447,256.5353699
1988,,,,,,,,,,,,,,,,,,,,,,,,1988,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,135,-1,57,-1,4180,15000US360470200002,397,75,21,21,13,12,59,50,28,21,15,14,5,7,4,7,0,11,19,30,24,17,20,15,67,32,17,14,50,35,47,52,8,13,94.24777961,706.8583471,-74.0103302,40.6188889,722.0593262
1989,,,,,,,,,,,,,,,,,,,,,,,,1989,36,47,20800,2,3.6047E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.00925E-06,4200,15000US360470208002,81,-1,30,-1,4200,15000US360470208002,376,102,12,16,20,28,8,15,32,32,18,27,20,26,8,14,0,11,28,33,66,49,16,19,49,42,23,32,25,30,10,16,40,41,94.24777961,706.8583471,-74.0110703,40.6271286,558.5539551
1990,,,,,,,,,,,,,,,,,,,,,,,,1990,36,47,10200,1,3.6047E+11,Block Group 1,G5030,S,56616,0,40.6389102,-74.0113826,15000US360470102001,0.00999336,6.02707E-06,3936,15000US360470102001,118,-1,38,-1,3936,15000US360470102001,481,94,12,17,25,28,52,40,30,32,17,25,32,31,53,46,50,32,16,24,42,41,44,40,68,50,28,32,12,18,0,11,0,11,94.24777961,706.8583471,-74.0121613,40.6398468,0.4272588
1991,,,,,,,,,,,,,,,,,,,,,,,,1991,36,47,20000,2,3.6047E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18079E-06,4180,15000US360470200002,135,-1,57,-1,4180,15000US360470200002,397,75,21,21,13,12,59,50,28,21,15,14,5,7,4,7,0,11,19,30,24,17,20,15,67,32,17,14,50,35,47,52,8,13,94.24777961,706.8583471,-74.0102615,40.6192093,758.3792114
1992,9/29/2012 0:00,20:30,BROOKLYN,11228,40.6114054,-74.009512,"(40.6114054, -74.009512)",86 STREET,15 AVENUE, ,Unspecified,Unspecified, , , ,122015,PASSENGER VEHICLE,BICYCLE, , , ,1,886,1992,36,47,17200,1,3.6047E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24329E-05,4110,15000US360470172001,114,-1,35,-1,4110,15000US360470172001,404,72,29,25,11,18,8,12,19,23,30,32,22,24,15,19,8,14,4,12,23,24,38,35,76,50,24,26,34,28,45,44,18,24,94.24777961,706.8583471,-74.0095062,40.6114082,186.2499695
1993,,,,,,,,,,,,,,,,,,,,,,,,1993,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,140,-1,40,-1,3751,15000US360470020001,289,39,31,20,16,16,24,22,12,18,31,26,32,25,10,15,10,12,7,14,32,26,18,18,24,23,26,24,5,8,2,8,10,12,94.24777961,706.8583471,-74.0129852,40.649456,204.7860565
1994,,,,,,,,,,,,,,,,,,,,,,,,1994,36,47,20200,1,3.6047E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17366E-06,4185,15000US360470202001,132,-1,48,-1,4185,15000US360470202001,306,54,8,12,2,9,24,20,30,32,26,20,16,20,12,13,2,8,4,12,14,15,52,36,14,12,35,26,37,27,20,18,8,14,94.24777961,706.8583471,-74.0106125,40.6241341,869.7114258
1995,,,,,,,,,,,,,,,,,,,,,,,,1995,36,47,28000,1,3.6047E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.19868E-06,4401,15000US360470280001,124,-1,52,-1,4401,15000US360470280001,317,52,22,20,8,8,14,12,8,14,10,14,26,19,14,16,14,14,12,13,37,30,34,27,27,26,24,22,18,20,28,19,20,20,94.24777961,706.8583471,-74.0084381,40.6006203,623.802063
1996,,,,,,,,,,,,,,,,,,,,,,,,1996,36,47,11800,2,3.6047E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41158E-05,3964,15000US360470118002,121,-1,37,-1,3964,15000US360470118002,405,76,47,38,30,30,8,12,59,39,38,33,20,22,13,21,28,30,24,30,28,28,44,37,20,25,31,31,2,12,7,17,6,12,94.24777961,706.8583471,-74.0117569,40.6368217,0
1997,9/20/2013 0:00,14:30,BROOKLYN,11220,40.64936,-74.0128328,"(40.64936, -74.0128328)",47 STREET,3 AVENUE, ,Unsafe Speed,Unspecified, , , ,158911,PASSENGER VEHICLE,BICYCLE, , , ,2,681,1997,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,140,-1,40,-1,3751,15000US360470020001,289,39,31,20,16,16,24,22,12,18,31,26,32,25,10,15,10,12,7,14,32,26,18,18,24,23,26,24,5,8,2,8,10,12,94.24777961,706.8583471,-74.0129089,40.6494064,196.3722382
1998,9/20/2013 0:00,14:30,BROOKLYN,11220,40.64936,-74.0128328,"(40.64936, -74.0128328)",47 STREET,3 AVENUE, ,Unsafe Speed,Unspecified, , , ,158911,PASSENGER VEHICLE,BICYCLE, , , ,2,681,1998,36,47,2000,1,3.6047E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39338E-06,3751,15000US360470020001,140,-1,40,-1,3751,15000US360470020001,289,39,31,20,16,16,24,22,12,18,31,26,32,25,10,15,10,12,7,14,32,26,18,18,24,23,26,24,5,8,2,8,10,12,94.24777961,706.8583471,-74.0129089,40.6494064,196.3722382
1999,4/1/2013 0:00,21:15,BROOKLYN,11220,40.6464698,-74.0125764,"(40.6464698, -74.0125764)",4 AVENUE,50 STREET, ,Driver Inattention/Distraction,Unspecified, , , ,157700,PASSENGER VEHICLE,BICYCLE, , , ,2,811,1999,36,47,7800,2,3.6047E+11,Block Group 2,G5030,S,38658,0,40.6457881,-74.0114478,15000US360470078002,0.008507406,4.11574E-06,3895,15000US360470078002,76,-1,28,-1,3895,15000US360470078002,358,88,48,48,13,20,32,34,39,38,14,18,31,38,14,23,38,38,28,36,4,14,36,37,28,24,15,22,5,13,4,12,8,20,94.24777961,706.8583471,-74.0126343,40.6464958,13.0514851
2000,,,,,,,,,,,,,,,,,,,,,,,,2000,36,47,11800,2,3.6047E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41158E-05,3964,15000US360470118002,93,-1,32,-1,3964,15000US360470118002,265,59,8,12,6,10,9,9,53,38,45,30,10,15,16,27,25,26,18,21,8,10,31,34,20,27,13,22,0,11,0,11,3,5,94.24777961,706.8583471,-74.0115128,40.6347466,74.9588318
2001,,,,,,,,,,,,,,,,,,,,,,,,2001,36,47,18400,2,3.6047E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01162E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471,-74.0096207,40.6142616,254.2542419
